sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
HBG103091,,Default,configurable,Default Category/HOT DEALS,base,HBG103091,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Shoulder Bag</p>,1,1,0,"Catalog, Search",,,,,hbg103091,HBG103091,HBG103091,HBG103091 Ladies Shoulder Bag,/h/b/hbg103091fu.jpg,,/h/b/hbg103091fu.jpg,,/h/b/hbg103091fu.jpg,,,,"5/10/22, 8:52 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=57,sale=Yes,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103091fu.jpg,,,,,,,,,,,,,"sku=HBG103091B,color=Black|sku=HBG103091BL,color=Blue|sku=HBG103091FU,color=Fuchsia|sku=HBG103091OR,color=Orange|sku=HBG103091W,color=White",color=Color
HBG103070BEI,,Default,simple,Default Category/HOT DEALS,base,HBG103070-Beige,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Round Handbag</p>,1,1,0,Not Visible Individually,2.5,,,,hbg103070-beige,HBG103070,HBG103070,HBG103070 Ladies Round Handbag,/h/b/hbg103070bei_1.jpg,,/h/b/hbg103070bei_1.jpg,,/h/b/hbg103070bei_1.jpg,,/h/b/hbg103070bei_1.jpg,,"5/10/22, 9:06 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Beige,size=M",161,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103070bei_1.jpg,,,,,,,,,,,,,,
HBG103070BL,,Default,simple,Default Category/HOT DEALS,base,HBG103070-Blue,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Round Handbag</p>,1,1,0,Not Visible Individually,2.5,,,,hbg103070-blue,HBG103070,HBG103070,HBG103070 Ladies Round Handbag,/h/b/hbg103070bl_1_1.jpg,,/h/b/hbg103070bl_1_1.jpg,,/h/b/hbg103070bl_1_1.jpg,,/h/b/hbg103070bl_1_1.jpg,,"5/10/22, 9:06 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Blue,size=M",135,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103070bl_1_1.jpg,,,,,,,,,,,,,,
HBG103070G,,Default,simple,Default Category/HOT DEALS,base,HBG103070-Gold,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Round Handbag</p>,1,1,0,Not Visible Individually,2.5,,,,hbg103070-gold,HBG103070,HBG103070,HBG103070 Ladies Round Handbag,/h/b/hbg103070g_1.jpg,,/h/b/hbg103070g_1.jpg,,/h/b/hbg103070g_1.jpg,,/h/b/hbg103070g_1.jpg,,"5/10/22, 9:06 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Gold,size=M",122,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103070g_1.jpg,,,,,,,,,,,,,,
HBG103070OR,,Default,simple,Default Category/HOT DEALS,base,HBG103070-Orange,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Round Handbag</p>,1,1,0,Not Visible Individually,2.5,,,,hbg103070-orange,HBG103070,HBG103070,HBG103070 Ladies Round Handbag,/h/b/hbg103070or_1.jpg,,/h/b/hbg103070or_1.jpg,,/h/b/hbg103070or_1.jpg,,/h/b/hbg103070or_1.jpg,,"5/10/22, 9:06 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Orange,size=M",144,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103070or_1.jpg,,,,,,,,,,,,,,
HBG103070PN,,Default,simple,Default Category/HOT DEALS,base,HBG103070-Pink,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Round Handbag</p>,1,1,0,Not Visible Individually,2.5,,,,hbg103070-pink,HBG103070,HBG103070,HBG103070 Ladies Round Handbag,/h/b/hbg103070pn_1.jpg,,/h/b/hbg103070pn_1.jpg,,/h/b/hbg103070pn_1.jpg,,/h/b/hbg103070pn_1.jpg,,"5/10/22, 9:06 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Pink,size=M",135,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103070pn_1.jpg,,,,,,,,,,,,,,
HBG103070S,,Default,simple,Default Category/HOT DEALS,base,HBG103070-Silver,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Round Handbag</p>,1,1,0,Not Visible Individually,2.5,,,,hbg103070-silver,HBG103070,HBG103070,HBG103070 Ladies Round Handbag,/h/b/hbg103070s_1.jpg,,/h/b/hbg103070s_1.jpg,,/h/b/hbg103070s_1.jpg,,/h/b/hbg103070s_1.jpg,,"5/10/22, 9:06 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Silver,size=M",221,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103070s_1.jpg,,,,,,,,,,,,,,
HBG103070YL,,Default,simple,Default Category/HOT DEALS,base,HBG103070-Yellow,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Round Handbag</p>,1,1,0,Not Visible Individually,2.5,,,,hbg103070-yellow,HBG103070,HBG103070,HBG103070 Ladies Round Handbag,/h/b/hbg103070yl_1.jpg,,/h/b/hbg103070yl_1.jpg,,/h/b/hbg103070yl_1.jpg,,/h/b/hbg103070yl_1.jpg,,"5/10/22, 9:06 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Yellow,size=M",143,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103070yl_1.jpg,,,,,,,,,,,,,,
HBG103070,,Default,configurable,Default Category/HOT DEALS,base,HBG103070,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Round Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103070,HBG103070,HBG103070,HBG103070 Ladies Round Handbag,/h/b/hbg103070bl.jpg,,/h/b/hbg103070bl.jpg,,/h/b/hbg103070bl.jpg,,,,"5/10/22, 9:07 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=57,sale=Yes,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103070bl.jpg,,,,,,,,,,,,,"sku=HBG103070BEI,color=Beige|sku=HBG103070BL,color=Blue|sku=HBG103070G,color=Gold|sku=HBG103070OR,color=Orange|sku=HBG103070PN,color=Pink|sku=HBG103070S,color=Silver|sku=HBG103070YL,color=Yellow",color=Color
HBG103166B,,Default,simple,Default Category/HOT DEALS,base,HBG103166-Black,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Handbag</p>,1,1,0,Not Visible Individually,7,,,,hbg103166-black,HBG103166,HBG103166,HBG103166 Ladies Handbag,/h/b/hbg103166_b_1.jpg,,/h/b/hbg103166_b_1.jpg,,/h/b/hbg103166_b_1.jpg,,/h/b/hbg103166_b_1.jpg,,"5/16/22, 12:22 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Black,sale=Yes,size=M",79,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103166_b_1.jpg,,,,,,,,,,,,,,
HBG103166W,,Default,simple,Default Category/HOT DEALS,base,HBG103166-White,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Handbag</p>,1,1,0,Not Visible Individually,7,,,,hbg103166-white,HBG103166,HBG103166,HBG103166 Ladies Handbag,/h/b/hbg103166_w_1_1.jpg,,/h/b/hbg103166_w_1_1.jpg,,/h/b/hbg103166_w_1_1.jpg,,/h/b/hbg103166_w_1_1.jpg,,"5/16/22, 12:22 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=White,sale=Yes,size=M",74,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103166_w_1_1.jpg,,,,,,,,,,,,,,
HBG103166,,Default,configurable,Default Category/HOT DEALS,base,HBG103166,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103166,HBG103166,HBG103166,HBG103166 Ladies Handbag,/h/b/hbg103166w.jpg,,/h/b/hbg103166w.jpg,,/h/b/hbg103166w.jpg,,,,"5/16/22, 12:22 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=57,sale=Yes,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103166w.jpg,,,,,,,,,,,,,"sku=HBG103166B,color=Black|sku=HBG103166W,color=White",color=Color
HBG103164B,,Default,simple,Default Category/HOT DEALS,base,HBG103164-Black,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Cross body Handbag</p>,1,1,0,Not Visible Individually,5.5,,,,hbg103164-black,HBG103164,HBG103164,HBG103164 Ladies Cross Body Handbag,/h/b/hbg103164_w_g_b_1.jpg,,/h/b/hbg103164_w_g_b_1.jpg,,/h/b/hbg103164_w_g_b_1.jpg,,/h/b/hbg103164_w_g_b_1.jpg,,"5/16/22, 12:47 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Black,sale=Yes,size=M",143,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103164_w_g_b_1.jpg,,,,,,,,,,,,,,
HBG103164G,,Default,simple,Default Category/HOT DEALS,base,HBG103164-Gold,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Cross body Handbag</p>,1,1,0,Not Visible Individually,5.5,,,,hbg103164-gold,HBG103164,HBG103164,HBG103164 Ladies Cross Body Handbag,/h/b/hbg103164_w_g_b_2.jpg,,/h/b/hbg103164_w_g_b_2.jpg,,/h/b/hbg103164_w_g_b_2.jpg,,/h/b/hbg103164_w_g_b_2.jpg,,"5/16/22, 12:47 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Gold,sale=Yes,size=M",50,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103164_w_g_b_2.jpg,,,,,,,,,,,,,,
HBG103164S,,Default,simple,Default Category/HOT DEALS,base,HBG103164-Silver,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Cross body Handbag</p>,1,1,0,Not Visible Individually,5.5,,,,hbg103164-silver,HBG103164,HBG103164,HBG103164 Ladies Cross Body Handbag,/h/b/hbg103164_w_g_b_3.jpg,,/h/b/hbg103164_w_g_b_3.jpg,,/h/b/hbg103164_w_g_b_3.jpg,,/h/b/hbg103164_w_g_b_3.jpg,,"5/16/22, 12:47 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Silver,sale=Yes,size=M",102,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103164_w_g_b_3.jpg,,,,,,,,,,,,,,
HBG103164,,Default,configurable,Default Category/HOT DEALS,base,HBG103164,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Cross body Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103164,HBG103164,HBG103164,HBG103164 Ladies Cross Body Handbag,/h/b/hbg103164b_1.jpg,,/h/b/hbg103164b_1.jpg,,/h/b/hbg103164b_1.jpg,,,,"5/16/22, 12:47 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=57,sale=Yes,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103164b_1.jpg,,,,,,,,,,,,,"sku=HBG103164B,color=Black|sku=HBG103164G,color=Gold|sku=HBG103164S,color=Silver",color=Color
HBG103088B,,Default,simple,Default Category/HOT DEALS,base,HBG103088-Black,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>See Thru Backpack Handbag</p>,1,2,0,Not Visible Individually,5,,,,hbg103088-black,HBG103088,HBG103088,HBG103088 See Thru BackPack Handbag,/h/b/hbg103088_g_pn_b_1.jpg,,/h/b/hbg103088_g_pn_b_1.jpg,,/h/b/hbg103088_g_pn_b_1.jpg,,/h/b/hbg103088_g_pn_b_1.jpg,,"5/16/22, 1:08 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Black,sale=Yes,size=M",12,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103088_g_pn_b_1.jpg,,,,,,,,,,,,,,
HBG103088G,,Default,simple,Default Category/HOT DEALS,base,HBG103088-Gold,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>See Thru Backpack Handbag</p>,1,2,0,Not Visible Individually,5,,,,hbg103088-gold,HBG103088,HBG103088,HBG103088 See Thru BackPack Handbag,/h/b/hbg103088_g_pn_b_2.jpg,,/h/b/hbg103088_g_pn_b_2.jpg,,/h/b/hbg103088_g_pn_b_2.jpg,,/h/b/hbg103088_g_pn_b_2.jpg,,"5/16/22, 1:08 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Gold,sale=Yes,size=M",51,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103088_g_pn_b_2.jpg,,,,,,,,,,,,,,
HBG103088PN,,Default,simple,Default Category/HOT DEALS,base,HBG103088-Pink,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>See Thru Backpack Handbag</p>,1,2,0,Not Visible Individually,5,,,,hbg103088-pink,HBG103088,HBG103088,HBG103088 See Thru BackPack Handbag,/h/b/hbg103088_g_pn_b_3.jpg,,/h/b/hbg103088_g_pn_b_3.jpg,,/h/b/hbg103088_g_pn_b_3.jpg,,/h/b/hbg103088_g_pn_b_3.jpg,,"5/16/22, 1:08 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Pink,sale=Yes,size=M",72,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103088_g_pn_b_3.jpg,,,,,,,,,,,,,,
HBG103088,,Default,configurable,Default Category/HOT DEALS,base,HBG103088,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>See Thru Backpack Handbag</p>,1,2,0,"Catalog, Search",,,,,hbg103088,HBG103088,HBG103088,HBG103088 See Thru BackPack Handbag,/h/b/hbg103088s.jpg,,/h/b/hbg103088s.jpg,,/h/b/hbg103088s.jpg,,,,"5/16/22, 1:08 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=57,sale=Yes,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103088s.jpg,,,,,,,,,,,,,"sku=HBG103088B,color=Black|sku=HBG103088G,color=Gold|sku=HBG103088PN,color=Pink",color=Color
HBG103038B,,Default,simple,Default Category/HOT DEALS,base,HBG103038-Black,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103038-black,HBG103038,HBG103038,HBG103038 Ladies Handbag,/h/b/hbg103038b_1.jpg,,/h/b/hbg103038b_1.jpg,,/h/b/hbg103038b_1.jpg,,/h/b/hbg103038b_1.jpg,,"5/16/22, 1:57 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=Black,sale=Yes,size=M",110,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103038b_1.jpg,,,,,,,,,,,,,,
HBG103038BEI,,Default,simple,Default Category/HOT DEALS,base,HBG103038-Beige,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103038-beige,HBG103038,HBG103038,HBG103038 Ladies Handbag,/h/b/hbg103038bei.jpg,,/h/b/hbg103038bei.jpg,,/h/b/hbg103038bei.jpg,,/h/b/hbg103038bei.jpg,,"5/16/22, 1:57 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=Beige,sale=Yes,size=M",95,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103038bei.jpg,,,,,,,,,,,,,,
HBG103038GR,,Default,simple,Default Category/HOT DEALS,base,HBG103038-Green,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103038-green,HBG103038,HBG103038,HBG103038 Ladies Handbag,/h/b/hbg103038gr.jpg,,/h/b/hbg103038gr.jpg,,/h/b/hbg103038gr.jpg,,/h/b/hbg103038gr.jpg,,"5/16/22, 1:57 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=Green,sale=Yes,size=M",96,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103038gr.jpg,,,,,,,,,,,,,,
HBG103038PN,,Default,simple,Default Category/HOT DEALS,base,HBG103038-Pink,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Handbag</p>,1,1,0,Not Visible Individually,5,,,,hbg103038-pink,HBG103038,HBG103038,HBG103038 Ladies Handbag,/h/b/hbg103038_pn_2__1.jpg,,/h/b/hbg103038_pn_2__1.jpg,,/h/b/hbg103038_pn_2__1.jpg,,/h/b/hbg103038_pn_2__1.jpg,,"5/16/22, 1:57 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Pink,sale=Yes,size=M",84,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/b/hbg103038_pn_2__1.jpg,/h/b/hbg103038_pn_1.jpg",",",,,,,,,,,,,,,
HBG103038,,Default,configurable,Default Category/HOT DEALS,base,HBG103038,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103038,HBG103038,HBG103038,HBG103038 Ladies Handbag,/h/b/hbg103038b.jpg,,/h/b/hbg103038b.jpg,,/h/b/hbg103038b.jpg,,,,"5/16/22, 1:57 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=57,sale=Yes,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103038b.jpg,,,,,,,,,,,,,"sku=HBG103038B,color=Black|sku=HBG103038BEI,color=Beige|sku=HBG103038GR,color=Green|sku=HBG103038PN,color=Pink",color=Color
HBG103347OR,,Default,simple,Default Category/HOT DEALS,base,HBG103347-Orange,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",,1,1,0,Not Visible Individually,6,,,,hbg103347-orange,HBG103347,HBG103347,HBG103347 ,/h/b/hbg103347_or_yl_b_1_1.jpg,,/h/b/hbg103347_or_yl_b_1_1.jpg,,/h/b/hbg103347_or_yl_b_1_1.jpg,,/h/b/hbg103347_or_yl_b_1_1.jpg,,"5/20/22, 8:14 AM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Orange,sale=Yes,size=M",69,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103347_or_yl_b_1_1.jpg,,,,,,,,,,,,,,
HBG103347YL,,Default,simple,Default Category/HOT DEALS,base,HBG103347-Yellow,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",,1,1,0,Not Visible Individually,6,,,,hbg103347-yellow,HBG103347,HBG103347,HBG103347 ,/h/b/hbg103347_or_yl_b_2_1.jpg,,/h/b/hbg103347_or_yl_b_2_1.jpg,,/h/b/hbg103347_or_yl_b_2_1.jpg,,/h/b/hbg103347_or_yl_b_2_1.jpg,,"5/20/22, 8:14 AM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Yellow,sale=Yes,size=M",75,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103347_or_yl_b_2_1.jpg,,,,,,,,,,,,,,
HBG103347,,Default,configurable,Default Category/HOT DEALS,base,HBG103347,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies Handbag</p>,1,1,0,"Catalog, Search",,,,,hbg103347,HBG103347,HBG103347,HBG103347 ,/h/b/hbg103347r.jpg,,/h/b/hbg103347r.jpg,,/h/b/hbg103347r.jpg,,,,"5/20/22, 8:14 AM","3/9/25, 7:53 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"sale=Yes,size=M",0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/b/hbg103347r.jpg,,,,,,,,,,,,,"sku=HBG103347OR,color=Orange|sku=HBG103347YL,color=Yellow",color=Color
HBG103045MIN,,Default,simple,Default Category/HOT DEALS,base,HBG103045-Mint,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies See Thru Handbag</p>,0.25,1,0,Not Visible Individually,4.5,,,,hbg103045-mint,HBG103045,HBG103045,HBG103045 Ladies See Thru Handbag,/h/b/hbg103045_yl_pn_min_2.jpg,,/h/b/hbg103045_yl_pn_min_2.jpg,,/h/b/hbg103045_yl_pn_min_2.jpg,,/h/b/hbg103045_yl_pn_min_2.jpg,,"5/24/22, 6:49 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Mint,sale=Yes,size=M",126,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/b/hbg103045_yl_pn_min_2.jpg,/h/b/hbg103045_yl_pn_min_1_1.jpg",",",,,,,,,,,,,,,
HBG103045PN,,Default,simple,Default Category/HOT DEALS,base,HBG103045-Pink,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies See Thru Handbag</p>,0.25,1,0,Not Visible Individually,4.5,,,,hbg103045-pink,HBG103045,HBG103045,HBG103045 Ladies See Thru Handbag,/h/b/hbg103045_yl_pn_min_3.jpg,,/h/b/hbg103045_yl_pn_min_3.jpg,,/h/b/hbg103045_yl_pn_min_3.jpg,,/h/b/hbg103045_yl_pn_min_3.jpg,,"5/24/22, 6:49 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Pink,sale=Yes,size=M",189,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/b/hbg103045_yl_pn_min_3.jpg,/h/b/hbg103045_yl_pn_min_1_2.jpg",",",,,,,,,,,,,,,
HBG103045YL,,Default,simple,Default Category/HOT DEALS,base,HBG103045-Yellow,"California Proposition 65 warning, ""WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm"". ",<p>Ladies See Thru Handbag</p>,0.25,1,0,Not Visible Individually,4.5,,,,hbg103045-yellow,HBG103045,HBG103045,HBG103045 Ladies See Thru Handbag,/h/b/hbg103045_yl_pn_min_4.jpg,,/h/b/hbg103045_yl_pn_min_4.jpg,,/h/b/hbg103045_yl_pn_min_4.jpg,,/h/b/hbg103045_yl_pn_min_4.jpg,,"5/24/22, 6:49 PM","3/9/25, 7:53 PM",,,Block after Info Column,,,,No,,,,,,,,,"color=Yellow,sale=Yes,size=M",99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/b/hbg103045_yl_pn_min_4.jpg,/h/b/hbg103045_yl_pn_min_1_3.jpg",",",,,,,,,,,,,,,
